Season,Start,Away,AwayID,Home,HomeID,NeutralSite,Home1Q,Home2Q,Home3Q,Home4Q,HomeOT,HomeFinal,Vis1Q,Vis2Q,Vis3Q,Vis4Q,VisOT,VisFinal,Spread,WeekDate,Week
2016,2016-09-10 23:00:00,SWM,2587,NOR,425,0,7,17,7,20,,51,7,14,7,7,,35,16,2016-09-10,3
2016,2016-09-10 23:00:00,HAR,2264,STN,200,0,0,0,7,0,,7,14,14,28,7,,63,-56,2016-09-10,3
2016,2016-09-10 23:00:00,MOO,2817,SIO,2894,0,14,14,0,14,,42,7,14,0,0,,21,21,2016-09-10,3
2016,2016-09-10 23:00:00,NAR,2886,SAG,129,0,7,0,7,0,6,20,0,0,7,7,0,14,6,2016-09-10,3
2016,2016-09-10 23:00:00,WAY,131,ASH,308,0,0,6,23,7,,36,12,0,6,7,,25,11,2016-09-10,3
2016,2016-09-10 23:00:00,WES,2695,SFA,2617,0,10,10,10,0,,30,7,7,3,7,,24,6,2016-09-10,3
2016,2016-09-10 23:00:00,HC,107,UNH,160,0,6,7,19,7,,39,14,7,7,0,,28,11,2016-09-10,3
2016,2016-09-10 23:00:00,POINT,3179,KENN,338,0,14,14,14,7,,49,0,3,0,0,,3,46,2016-09-10,3
2016,2016-09-10 23:00:00,UWS,2683,STET,56,0,13,14,0,3,,30,0,3,6,6,,15,15,2016-09-10,3
2016,2016-09-10 23:00:00,HEN,2271,EAS,2191,0,0,0,0,7,,7,20,7,0,7,,34,-27,2016-09-10,3
2016,2016-09-10 23:00:00,MAINE,311,TOL,2649,0,7,10,21,7,,45,3,0,0,0,,3,42,2016-09-10,3
2016,2016-09-10 23:00:00,MCNS,2377,ULL,309,0,7,7,13,3,,30,3,9,3,7,,22,8,2016-09-10,3
2016,2016-09-10 23:00:00,TXA,2837,DEL,2170,0,14,7,0,7,,28,17,7,10,6,,40,-12,2016-09-10,3
2016,2016-09-10 23:00:00,ODM,2477,FIN,2224,0,3,13,7,14,,37,14,14,0,21,,49,-12,2016-09-10,3
2016,2016-09-10 23:00:00,SAM,2535,UCA,2110,0,3,7,0,19,,29,7,21,7,0,,35,-6,2016-09-10,3
2016,2016-09-10 23:00:00,FAY,2220,NCP,2882,0,10,9,14,17,,50,14,0,0,14,,28,22,2016-09-10,3
2016,2016-09-10 23:00:00,JKST,2296,TNST,2634,0,13,6,14,7,,40,13,10,3,0,,26,14,2016-09-10,3
2016,2016-09-10 23:00:00,BCU,2065,UNT,249,0,7,17,10,7,,41,7,0,6,7,,20,21,2016-09-10,3
2016,2016-09-10 23:00:00,NCCU,2428,WMU,2711,0,28,14,14,14,,70,7,14,0,0,,21,49,2016-09-10,3
2016,2016-09-10 23:00:00,SAV,2542,USM,2572,0,21,28,7,0,,56,0,0,0,0,,0,56,2016-09-10,3
2016,2016-09-10 23:00:00,FAMU,50,CCU,324,0,22,14,6,7,,49,0,7,0,3,,10,39,2016-09-10,3
2016,2016-09-10 23:00:00,ALST,2011,ALCN,2016,0,7,0,7,7,,21,0,10,0,8,,18,3,2016-09-10,3
2016,2016-09-10 23:00:00,ULM,2433,OKLA,201,0,21,21,3,14,,59,0,0,17,0,,17,42,2016-09-10,3
2016,2016-09-10 23:00:00,ARK,8,TCU,2628,0,0,0,7,21,7,38,3,10,7,8,7,41,-3,2016-09-10,3
2016,2016-09-10 23:00:00,UNCO,2458,ACU,2000,0,7,21,21,3,,52,21,14,13,7,,55,-3,2016-09-10,3
2016,2016-09-10 23:00:00,GASO,290,USA,6,0,3,3,0,3,,9,10,0,7,7,,24,-15,2016-09-10,3
2016,2016-09-10 23:00:00,SWO,2927,ARK,2028,0,0,21,6,8,,35,7,7,7,7,,28,7,2016-09-10,3
2016,2016-09-10 23:00:00,BEM,132,MNST,2364,0,0,0,10,7,,17,14,10,7,14,,45,-28,2016-09-10,3
2016,2016-09-10 23:00:00,SC,2579,MSST,344,0,7,17,0,3,,27,0,0,7,7,,14,13,2016-09-10,3
2016,2016-09-10 23:00:00,ALBI,2790,WIS,2743,0,13,24,0,13,,50,3,3,0,7,,13,37,2016-09-10,3
2016,2016-09-10 23:00:00,BET,2062,GEN,2242,0,0,0,0,21,,21,0,0,0,0,,0,21,2016-09-10,3
2016,2016-09-10 23:00:00,NIU,2459,USF,58,0,14,13,14,7,,48,0,7,0,10,,17,31,2016-09-10,3
2016,2016-09-10 23:05:00,WIN,2851,MNDU,134,0,20,7,0,7,,34,19,0,12,0,,31,3,2016-09-10,3
2016,2016-09-10 23:05:00,USD,301,CP,13,0,10,7,14,7,,38,0,13,0,3,,16,22,2016-09-10,3
2016,2016-09-10 23:30:00,UNC,153,ILL,356,0,14,2,0,7,,23,17,7,7,17,,48,-25,2016-09-10,3
2016,2016-09-10 23:30:00,ARST,2032,AUB,2,0,14,24,10,3,,51,7,0,7,0,,14,37,2016-09-10,3
2016,2016-09-10 23:30:00,JVST,55,LSU,99,0,0,27,7,0,,34,0,10,0,3,,13,21,2016-09-10,3
2016,2016-09-10 23:30:00,BYU,252,UTAH,254,0,7,7,3,3,,20,6,7,0,6,,19,1,2016-09-10,3
2016,2016-09-10 23:30:00,EMU,2199,MIZ,142,0,14,19,14,14,,61,0,7,14,0,,21,40,2016-09-10,3
2016,2016-09-10 23:30:00,ISU,66,IOWA,2294,0,14,14,14,0,,42,3,0,0,0,,3,39,2016-09-10,3
2016,2016-09-11 00:00:00,WES,2704,CSUP,2570,0,3,0,0,7,,10,3,10,13,0,,26,-16,2016-09-10,3
2016,2016-09-11 00:00:00,UNM,167,NMSU,166,0,3,12,7,10,,32,14,3,7,7,,31,1,2016-09-10,3
2016,2016-09-11 00:00:00,SELA,2545,SUU,253,0,7,7,7,7,,28,10,7,0,6,,23,5,2016-09-10,3
2016,2016-09-11 00:00:00,NWM,583,CRO,509,0,0,0,0,0,,0,7,7,0,7,,21,-21,2016-09-10,3
2016,2016-09-11 00:00:00,VT,259,TENN,2633,1,0,24,7,14,,45,14,0,3,7,,24,21,2016-09-10,3
2016,2016-09-11 00:00:00,UNLV,2439,UCLA,26,0,7,21,0,14,,42,7,7,7,0,,21,21,2016-09-10,3
2016,2016-09-11 00:00:00,SOU,2582,TULN,2655,0,28,21,7,10,,66,7,0,14,0,,21,45,2016-09-10,3
2016,2016-09-11 00:00:00,SDA,613,DIX,3101,0,8,0,13,6,,27,0,3,21,7,,31,-4,2016-09-10,3
2016,2016-09-11 00:00:00,SIM,2829,TXA,2658,0,40,7,14,7,,68,0,7,0,0,,7,61,2016-09-10,3
2016,2016-09-11 00:00:00,TXSO,2640,HBU,2277,0,7,0,10,7,,24,0,7,0,13,,20,4,2016-09-10,3
2016,2016-09-11 00:00:00,MAC,2359,HAM,162,0,0,14,7,0,,21,0,0,7,0,,7,14,2016-09-10,3
2016,2016-09-11 00:00:00,SWA,2904,EAS,2194,0,29,15,34,7,,85,14,9,0,0,,23,62,2016-09-10,3
2016,2016-09-11 00:00:00,COE,2141,COR,2155,0,0,0,6,0,,6,14,35,7,7,,63,-57,2016-09-10,3
2016,2016-09-11 00:00:00,SWB,2586,TAR,2627,0,7,7,7,7,,28,7,7,14,3,,31,-3,2016-09-10,3
2016,2016-09-11 00:00:00,AZCR,108358,UTPB,110243,0,0,21,14,14,,49,6,6,15,7,,34,15,2016-09-10,3
2016,2016-09-11 00:00:00,MCM,241,SW,2588,0,0,7,7,10,,24,14,3,0,0,,17,7,2016-09-10,3
2016,2016-09-11 01:00:00,DUB,49,PAC,205,0,0,24,0,0,,24,14,0,7,7,,28,-4,2016-09-10,3
2016,2016-09-11 01:00:00,SOU,2584,UCD,302,0,21,14,10,7,,52,14,7,0,14,,35,17,2016-09-10,3
2016,2016-09-11 01:00:00,AZU,2049,HUM,2278,0,10,7,10,0,,27,14,7,3,14,,38,-11,2016-09-10,3
2016,2016-09-11 01:00:00,WES,2703,EAS,2201,0,3,20,7,7,,37,0,3,0,13,,16,21,2016-09-10,3
2016,2016-09-11 02:00:00,COI,108382,WIL,2930,0,0,0,0,12,,12,17,10,7,8,,42,-30,2016-09-10,3
2016,2016-09-11 02:00:00,SAC,16,FRES,278,0,7,3,0,21,,31,0,3,0,0,,3,28,2016-09-10,3
2016,2016-09-11 02:00:00,RHO,2519,POM,2923,0,7,6,7,0,,20,13,7,3,0,,23,-3,2016-09-10,3
2016,2016-09-11 02:00:00,TTU,2641,ASU,9,0,9,28,14,17,,68,14,20,7,14,,55,13,2016-09-10,3
2016,2016-09-11 02:00:00,PUG,2508,OCC,2475,0,7,6,7,22,,42,6,13,3,27,,49,-7,2016-09-10,3
2016,2016-09-11 02:15:00,WSU,265,BSU,68,0,14,3,7,7,,31,0,7,7,14,,28,3,2016-09-10,3
2016,2016-09-11 02:30:00,CAL,25,SDSU,21,0,14,17,7,7,,45,14,7,10,9,,40,5,2016-09-10,3
2016,2016-09-11 02:30:00,UVA,258,ORE,2483,0,13,17,14,0,,44,6,0,14,6,,26,18,2016-09-10,3
2016,2016-09-11 02:45:00,GRAM,2755,ARIZ,12,0,0,3,21,7,,31,7,14,0,0,,21,10,2016-09-10,3
2016,2016-09-11 03:59:00,UTM,2630,HAW,62,0,7,7,14,13,,41,10,7,7,12,,36,5,2016-09-10,3
2016,2016-09-15 23:10:00,FAI,2986,WES,2699,0,3,14,3,0,,20,0,7,0,14,,21,-1,2016-09-15,4
2016,2016-09-15 23:30:00,UAPB,2029,ALCN,2016,0,2,14,7,7,0,43,14,0,0,16,0,45,-2,2016-09-15,4
2016,2016-09-15 23:30:00,HOU,248,CIN,2132,0,7,3,0,6,,16,7,3,2,28,,40,-24,2016-09-15,4
2016,2016-09-16 23:00:00,WMP,2970,ROW,2827,0,7,0,7,17,,31,0,0,0,0,,0,31,2016-09-16,4
2016,2016-09-16 23:00:00,SOU,2583,ASP,2038,0,21,7,0,7,,35,0,6,0,7,,13,22,2016-09-16,4
2016,2016-09-16 23:00:00,MER,2383,MAR,2951,0,0,6,7,7,,20,7,0,6,3,,16,4,2016-09-16,4
2016,2016-09-16 23:00:00,WID,2725,FDU,2221,0,0,0,0,7,,7,7,12,14,7,,40,-33,2016-09-16,4
2016,2016-09-16 23:00:00,MER,2771,BEN,2060,0,7,24,7,3,,41,0,7,7,8,,22,19,2016-09-16,4
2016,2016-09-16 23:00:00,FRA,2967,FIT,114,0,0,0,0,0,,0,7,0,7,0,,14,-14,2016-09-16,4
2016,2016-09-16 23:00:00,URI,227,HARV,108,0,21,3,13,14,,51,0,7,0,14,,21,30,2016-09-16,4
2016,2016-09-16 23:00:00,CNJ,2442,KEA,2871,0,7,0,3,6,,16,0,0,7,0,,7,9,2016-09-16,4
2016,2016-09-17 00:00:00,BAY,239,RICE,242,0,0,10,0,0,,10,0,21,10,7,,38,-28,2016-09-17,4
2016,2016-09-17 01:00:00,ARST,2032,USU,328,0,17,7,3,7,,34,0,0,14,6,,20,14,2016-09-17,4
2016,2016-09-17 01:30:00,ASU,9,UTSA,2636,0,14,0,14,0,,28,3,9,3,17,,32,-4,2016-09-17,4
2016,2016-09-17 16:00:00,LAG,548,AMU,3178,0,7,0,3,7,,17,10,7,20,17,,54,-37,2016-09-17,4
2016,2016-09-17 16:00:00,WES,223,EDI,2205,0,7,17,0,17,7,54,7,0,7,27,7,51,3,2016-09-17,4
2016,2016-09-17 16:00:00,WAS,2686,THO,2646,0,7,0,21,7,,35,3,0,0,6,,9,26,2016-09-17,4
2016,2016-09-17 16:00:00,TEM,218,PSU,213,0,14,7,3,10,,34,7,3,7,10,,27,7,2016-09-17,4
2016,2016-09-17 16:00:00,GAST,2247,WIS,275,0,6,0,7,10,,23,0,0,10,7,,17,6,2016-09-17,4
2016,2016-09-17 16:00:00,DAY,2168,DUQ,2184,0,6,9,12,7,,34,14,6,0,0,,20,14,2016-09-17,4
2016,2016-09-17 16:00:00,SAG,129,WAL,2682,0,3,7,0,7,,17,7,3,3,14,,27,-10,2016-09-17,4
2016,2016-09-17 16:00:00,WES,2702,UNI,237,0,0,9,0,7,,16,0,6,19,7,,32,-16,2016-09-17,4
2016,2016-09-17 16:00:00,URB,2666,CON,2148,0,8,7,0,0,,15,7,7,7,0,,21,-6,2016-09-17,4
2016,2016-09-17 16:00:00,KU,2305,MEM,235,0,13,20,3,7,,43,0,7,0,0,,7,36,2016-09-17,4
2016,2016-09-17 16:00:00,ISU,66,TCU,2628,0,10,14,14,3,,41,0,7,3,10,,20,21,2016-09-17,4
2016,2016-09-17 16:00:00,MIAMI,2390,APP,2026,0,0,3,7,0,,10,21,3,14,7,,45,-35,2016-09-17,4
2016,2016-09-17 16:00:00,MIC,2392,ODM,2477,0,3,0,7,0,,10,7,3,7,0,,17,-7,2016-09-17,4
2016,2016-09-17 16:00:00,ALF,365,BUF,2085,0,0,7,3,0,,10,6,14,7,7,,34,-24,2016-09-17,4
2016,2016-09-17 16:00:00,UNM,167,RUTG,164,0,7,21,3,6,,37,21,0,0,7,,28,9,2016-09-17,4
2016,2016-09-17 16:00:00,AKR,2006,MRSH,276,0,21,0,10,7,,38,7,34,7,17,,65,-27,2016-09-17,4
2016,2016-09-17 16:00:00,SCST,2569,CLEM,228,0,31,14,14,0,,59,0,0,0,0,,0,59,2016-09-17,4
2016,2016-09-17 16:00:00,SAL,2776,CAS,293,0,6,13,0,0,,19,14,7,14,14,,49,-30,2016-09-17,4
2016,2016-09-17 16:00:00,RICH,257,STON,2619,0,14,7,14,7,,42,7,7,0,0,,14,28,2016-09-17,4
2016,2016-09-17 16:00:00,REN,2528,MIT,109,0,3,0,0,7,,10,3,7,7,14,,31,-21,2016-09-17,4
2016,2016-09-17 16:00:00,MOU,481,SPR,81,0,7,9,6,10,,32,0,0,0,0,,0,32,2016-09-17,4
2016,2016-09-17 16:00:00,BLO,2071,GAN,367,0,7,10,0,7,6,30,7,10,7,0,3,27,3,2016-09-17,4
2016,2016-09-17 16:00:00,OHIO,195,TENN,2633,0,7,7,7,7,,28,6,6,7,0,,19,9,2016-09-17,4
2016,2016-09-17 16:00:00,STL,2779,END,452,0,0,0,0,0,,0,7,14,3,14,,38,-38,2016-09-17,4
2016,2016-09-17 16:00:00,FSU,52,LOU,97,0,14,21,14,14,,63,3,7,0,10,,20,43,2016-09-17,4
2016,2016-09-17 16:00:00,EAS,2188,MER,2385,0,7,7,3,14,,31,3,14,7,10,,34,-3,2016-09-17,4
2016,2016-09-17 16:00:00,KYW,2316,DU,110254,0,7,21,10,3,,41,0,0,0,7,,7,34,2016-09-17,4
2016,2016-09-17 16:00:00,MOR,323,JOH,118,0,3,10,16,0,,29,6,0,0,15,,21,8,2016-09-17,4
2016,2016-09-17 16:00:00,PLY,2972,WES,2843,0,7,6,0,6,,19,9,18,0,0,,27,-8,2016-09-17,4
2016,2016-09-17 16:00:00,SRU,215,LOC,209,0,0,0,0,23,,23,17,14,14,14,,59,-36,2016-09-17,4
2016,2016-09-17 16:00:00,MTSU,2393,BGSU,189,0,14,7,0,0,,21,14,14,7,6,,41,-20,2016-09-17,4
2016,2016-09-17 16:00:00,NDSU,2449,IOWA,2294,0,0,14,7,0,,21,7,0,7,9,,23,-2,2016-09-17,4
2016,2016-09-17 16:00:00,VAW,2842,SHE,2974,0,19,21,10,14,,64,0,10,0,3,,13,51,2016-09-17,4
2016,2016-09-17 16:00:00,PAC,2487,AIC,2022,0,3,0,0,0,,3,0,0,0,0,,0,3,2016-09-17,4
2016,2016-09-17 16:00:00,NIC,2884,BEC,479,0,0,10,3,0,,13,7,3,0,6,,16,-3,2016-09-17,4
2016,2016-09-17 16:00:00,MON,2818,SAL,2532,0,14,7,13,6,,40,7,0,0,13,,20,20,2016-09-17,4
2016,2016-09-17 16:30:00,VAN,238,GT,59,0,14,3,14,7,,38,7,0,0,0,,7,31,2016-09-17,4
2016,2016-09-17 17:00:00,BGW,18,WOR,402,0,7,0,0,7,,14,0,7,21,6,,34,-20,2016-09-17,4
2016,2016-09-17 17:00:00,SFU,2598,CLMB,171,0,0,0,3,6,,9,3,3,0,7,,13,-4,2016-09-17,4
2016,2016-09-17 17:00:00,SEOS,199,OB,319,0,7,6,2,7,,22,14,7,7,14,,42,-20,2016-09-17,4
2016,2016-09-17 17:00:00,KEN,352,HIR,2274,0,7,10,21,7,,45,7,0,0,0,,7,38,2016-09-17,4
2016,2016-09-17 17:00:00,FER,2222,NAR,2886,0,10,3,13,0,,26,0,14,7,6,,27,-1,2016-09-17,4
2016,2016-09-17 17:00:00,IND,2291,CHE,2129,0,0,0,0,0,,0,7,27,14,7,,55,-55,2016-09-17,4
2016,2016-09-17 17:00:00,MAI,274,MAS,110,0,0,14,14,7,,35,7,14,13,8,,42,-7,2016-09-17,4
2016,2016-09-17 17:00:00,MIL,210,CAL,2858,0,7,17,24,13,,61,0,0,0,0,,0,61,2016-09-17,4
2016,2016-09-17 17:00:00,STA,2830,NH,2441,0,10,14,21,7,,52,0,14,0,7,,21,31,2016-09-17,4
2016,2016-09-17 17:00:00,EUR,101,SS,375,0,13,13,14,7,,47,0,6,0,0,,6,41,2016-09-17,4
2016,2016-09-17 17:00:00,MISC,2969,WIL,398,0,16,10,13,7,,46,0,0,15,8,,23,23,2016-09-17,4
2016,2016-09-17 17:00:00,HAM,297,FER,366,1,7,14,14,7,,42,14,6,0,0,,20,22,2016-09-17,4
2016,2016-09-17 17:00:00,CLA,2134,SHI,2559,0,7,24,0,10,,41,7,10,0,0,,17,24,2016-09-17,4
2016,2016-09-17 17:00:00,WES,2909,MAS,379,0,13,21,7,0,,41,14,0,0,7,,21,20,2016-09-17,4
2016,2016-09-17 17:00:00,BET,2062,THI,2644,0,7,16,13,21,,57,7,7,7,26,,47,10,2016-09-17,4
2016,2016-09-17 17:00:00,WAY,2845,CAR,2102,0,7,0,7,21,,35,0,7,3,13,,23,12,2016-09-17,4
2016,2016-09-17 17:00:00,CHA,2128,GLE,2249,0,14,14,0,7,,35,21,0,0,7,,28,7,2016-09-17,4
2016,2016-09-17 17:00:00,ROC,184,ASC,3162,0,10,10,7,0,,27,12,8,21,14,,55,-28,2016-09-17,4
2016,2016-09-17 17:00:00,LYC,2354,ALB,2015,0,0,14,0,3,,17,0,3,0,0,,3,14,2016-09-17,4
2016,2016-09-17 17:00:00,UNCW,286,SHE,2828,0,0,0,6,7,,13,7,7,14,3,,31,-18,2016-09-17,4
2016,2016-09-17 17:00:00,STJ,2601,WJC,2911,0,7,10,3,6,,26,3,14,7,7,,31,-5,2016-09-17,4
2016,2016-09-17 17:00:00,TXCL,2637,MCM,241,0,28,14,14,7,,63,0,0,0,6,,6,57,2016-09-17,4
2016,2016-09-17 17:00:00,WHI,2850,AUS,2045,0,10,7,3,10,,30,0,10,7,0,,17,13,2016-09-17,4
2016,2016-09-17 17:00:00,DV,2808,KIN,247,0,0,0,7,7,,14,14,28,7,0,,49,-35,2016-09-17,4
2016,2016-09-17 17:00:00,WVW,455,WES,2707,0,0,7,0,7,,14,7,14,14,0,,35,-21,2016-09-17,4
2016,2016-09-17 17:00:00,SUS,216,DIC,2175,0,0,0,10,14,,24,3,14,0,14,,31,-7,2016-09-17,4
2016,2016-09-17 17:00:00,BRD,2079,APP,3111,0,,,,,,26,,,,,,23,3,2016-09-17,4
2016,2016-09-17 17:00:00,MTH,291,RAN,2516,0,6,14,0,14,,34,3,7,0,6,,16,18,2016-09-17,4
2016,2016-09-17 17:00:00,BRWN,225,BRY,2803,0,21,0,6,0,,27,0,14,21,0,,35,-8,2016-09-17,4
2016,2016-09-17 17:00:00,WIN,351,BRE,2913,0,0,7,0,0,,7,14,7,6,7,,34,-27,2016-09-17,4
2016,2016-09-17 17:00:00,LEB,388,STU,471,0,14,0,7,3,,24,0,0,6,7,,13,11,2016-09-17,4
2016,2016-09-17 17:00:00,GEN,2242,STV,2614,0,7,7,14,0,,28,0,14,7,0,,21,7,2016-09-17,4
2016,2016-09-17 17:00:00,ALL,2018,WAB,89,0,14,17,21,7,,59,0,0,0,7,,7,52,2016-09-17,4
2016,2016-09-17 17:00:00,NCP,2882,SHA,2551,0,7,6,0,6,,19,3,7,21,7,,38,-19,2016-09-17,4
2016,2016-09-17 17:00:00,STJ,374,COR,2782,0,3,7,7,7,,24,14,10,7,0,,31,-7,2016-09-17,4
2016,2016-09-17 17:00:00,JUN,246,GET,2248,0,14,7,7,7,,35,10,17,14,0,,41,-6,2016-09-17,4
2016,2016-09-17 17:00:00,ANN,15,CUR,40,0,21,14,7,0,,42,0,3,0,0,,3,39,2016-09-17,4
2016,2016-09-17 17:00:00,URS,2667,F&M,2234,0,7,17,3,7,,34,9,0,3,0,,12,22,2016-09-17,4
2016,2016-09-17 17:00:00,GAL,417,GRN,2256,0,7,0,14,0,,21,0,6,0,0,,6,15,2016-09-17,4
2016,2016-09-17 17:00:00,WIS,271,FINL,109418,0,0,0,7,0,,7,24,20,14,10,,68,-61,2016-09-17,4
2016,2016-09-17 17:30:00,WCU,2717,ETSU,2193,1,0,10,14,10,,34,7,14,0,10,,31,3,2016-09-17,4
2016,2016-09-17 17:30:00,CATH,2108,COA,2557,0,7,0,14,14,,35,13,14,0,10,,37,-2,2016-09-17,4
2016,2016-09-17 17:30:00,VIR,330,KYS,2310,0,0,0,7,0,,7,7,6,0,7,,20,-13,2016-09-17,4
2016,2016-09-17 17:30:00,UVA,258,CONN,41,0,0,3,0,10,,13,3,7,0,0,,10,3,2016-09-17,4
2016,2016-09-17 17:30:00,AND,2023,EAR,2189,0,0,7,0,7,,14,14,7,7,3,,31,-17,2016-09-17,4
2016,2016-09-17 17:30:00,MTS,2419,BLU,2074,0,0,13,3,0,,16,0,0,6,0,,6,10,2016-09-17,4
2016,2016-09-17 17:30:00,FRA,2233,DEF,190,0,0,0,0,6,,6,20,7,7,7,,41,-35,2016-09-17,4
2016,2016-09-17 17:30:00,BBG,490,CCI,2119,0,0,6,0,0,,6,7,14,14,7,,42,-36,2016-09-17,4
2016,2016-09-17 17:30:00,COLG,2142,YALE,43,0,7,6,0,0,,13,21,14,10,10,,55,-42,2016-09-17,4
2016,2016-09-17 17:30:00,MAR,317,MTU,426,0,22,28,3,3,,56,0,0,0,0,,0,56,2016-09-17,4
2016,2016-09-17 17:30:00,CNEW,2105,CAT,2107,0,7,10,14,9,,40,10,3,7,0,,20,20,2016-09-17,4
2016,2016-09-17 17:30:00,EMO,2213,MAR,2373,0,17,20,0,6,,43,7,14,0,15,,36,7,2016-09-17,4
2016,2016-09-17 18:00:00,LOR,263,COE,2141,0,0,21,10,14,,45,3,0,0,7,,10,35,2016-09-17,4
2016,2016-09-17 18:00:00,STO,133,STJ,2600,0,20,21,3,0,,44,0,0,0,0,,0,44,2016-09-17,4
2016,2016-09-17 18:00:00,MIN,2772,AUG,2043,0,21,14,14,7,,56,0,0,0,3,,3,53,2016-09-17,4
2016,2016-09-17 18:00:00,ALM,2800,CON,409,0,0,7,7,14,,28,10,14,0,7,,31,-3,2016-09-17,4
2016,2016-09-17 18:00:00,WMN,433,MAC,273,0,7,0,3,7,,17,3,7,0,0,,10,7,2016-09-17,4
2016,2016-09-17 18:00:00,HOP,2812,CON,2151,0,7,13,0,8,,28,10,19,7,21,,57,-29,2016-09-17,4
2016,2016-09-17 18:00:00,IDHO,70,WSU,265,0,7,14,7,28,,56,3,0,3,0,,6,50,2016-09-17,4
2016,2016-09-17 18:00:00,BUE,63,CEN,2964,0,3,7,14,9,,33,0,0,0,0,,0,33,2016-09-17,4
2016,2016-09-17 18:00:00,OKP,2824,WES,2703,0,9,28,0,7,,44,7,7,7,0,,21,23,2016-09-17,4
2016,2016-09-17 18:00:00,MUH,2422,MCD,2700,0,0,0,0,13,,13,21,7,14,0,,42,-29,2016-09-17,4
2016,2016-09-17 18:00:00,SIM,2564,DUB,49,0,7,13,14,7,,41,0,6,7,7,,20,21,2016-09-17,4
2016,2016-09-17 18:00:00,NOR,75,ELM,72,0,14,14,7,7,,42,7,3,0,0,,10,32,2016-09-17,4
2016,2016-09-17 18:00:00,MAC,2359,ILLC,2286,0,0,14,14,7,,35,9,16,10,10,,45,-10,2016-09-17,4
2016,2016-09-17 18:00:00,MIL,2398,CHI,80,0,14,7,0,14,,35,0,7,3,6,,16,19,2016-09-17,4
2016,2016-09-17 18:00:00,LAK,262,COR,2155,0,0,6,7,0,,13,14,21,20,0,,55,-42,2016-09-17,4
2016,2016-09-17 18:00:00,ALBI,2790,LAKE,6353,0,0,20,0,20,,40,10,14,7,7,,38,2,2016-09-17,4
2016,2016-09-17 18:00:00,WAR,2685,NWU,6845,0,14,6,0,8,,28,0,10,14,14,,38,-10,2016-09-17,4
2016,2016-09-17 18:00:00,MESA,11,COL,2146,0,0,6,7,14,0,33,6,7,14,0,14,41,-8,2016-09-17,4
2016,2016-09-17 18:00:00,MAR,421,TRI,3214,0,6,6,6,15,,33,0,0,7,7,,14,19,2016-09-17,4
2016,2016-09-17 18:00:00,WHI,2721,LAV,2318,0,7,21,14,0,,42,18,14,3,13,,48,-6,2016-09-17,4
2016,2016-09-17 18:00:00,BIR,3,SEW,2553,0,3,0,6,7,,16,0,7,14,0,,21,-5,2016-09-17,4
2016,2016-09-17 18:00:00,OLI,354,WIS,2741,0,7,0,0,0,,7,7,9,7,7,,30,-23,2016-09-17,4
2016,2016-09-17 18:00:00,MAN,2816,DRKE,2181,0,0,14,14,0,,28,10,0,0,6,,16,12,2016-09-17,4
2016,2016-09-17 18:00:00,BEL,266,GRI,65,0,10,0,7,0,,17,21,17,20,14,,72,-55,2016-09-17,4
2016,2016-09-17 18:00:00,DEP,83,WOO,2748,0,0,14,3,7,,24,10,7,0,18,,35,-11,2016-09-17,4
2016,2016-09-17 18:00:00,TRI,2651,AUR,2044,0,10,10,0,7,,27,14,12,8,21,,55,-28,2016-09-17,4
2016,2016-09-17 18:00:00,NOR,425,WIN,2851,0,7,16,3,0,,26,0,0,0,7,,7,19,2016-09-17,4
2016,2016-09-17 18:00:00,STN,2832,KNO,255,0,0,3,0,0,,3,35,0,9,6,,50,-47,2016-09-17,4
2016,2016-09-17 18:00:00,CEN,2121,WAS,143,0,14,0,7,7,,28,7,20,3,9,,39,-11,2016-09-17,4
2016,2016-09-17 18:00:00,AUG,124,GUS,2968,0,0,0,21,14,,35,3,10,0,0,,13,22,2016-09-17,4
2016,2016-09-17 18:00:00,DEL,2170,WES,2698,0,0,13,7,14,,34,9,3,6,6,,24,10,2016-09-17,4
2016,2016-09-17 18:00:00,CRO,509,MAR,446,0,0,0,0,0,,0,7,6,0,19,,32,-32,2016-09-17,4
2016,2016-09-17 18:00:00,WPI,2749,NOR,2467,0,2,0,0,15,,17,7,14,13,6,,40,-23,2016-09-17,4
2016,2016-09-17 18:00:00,CCU,324,JVST,55,0,7,6,7,7,,27,3,9,6,8,,26,1,2016-09-17,4
2016,2016-09-17 18:00:00,WIS,2744,MAY,561,0,0,13,0,0,,13,3,10,7,3,,23,-10,2016-09-17,4
2016,2016-09-17 18:00:00,NCAT,2448,TLSA,202,0,24,24,10,0,,58,0,0,7,14,,21,37,2016-09-17,4
2016,2016-09-17 18:00:00,RIP,2891,MON,2919,0,14,7,7,0,,28,0,0,0,0,,0,28,2016-09-17,4
2016,2016-09-17 18:00:00,MAR,559,SWM,2587,0,0,14,14,19,,47,14,0,3,6,,23,24,2016-09-17,4
2016,2016-09-17 18:00:00,BER,2757,RHO,2519,0,7,0,0,3,,10,7,7,3,17,,34,-24,2016-09-17,4
2016,2016-09-17 18:00:00,BRO,2781,HAR,173,0,0,14,14,7,,35,7,14,7,10,,38,-3,2016-09-17,4
2016,2016-09-17 18:00:00,BEL,2056,HUN,2938,0,10,28,14,13,,65,7,7,7,0,,21,44,2016-09-17,4
2016,2016-09-17 18:00:00,WES,2714,CHA,2123,0,0,8,7,0,,15,3,14,0,7,,24,-9,2016-09-17,4
